Id,Population
I7101,Turkmenistan_Gonur_BA_1_lc
I7102,Turkmenistan_Gonur_BA_1_lc
I7170,Turkmenistan_Gonur_BA_1_lc
I7171,Turkmenistan_Gonur_BA_1_lc
I7411,Uzbekistan_Dzharkutan_BA_1
I7173,Turkmenistan_Gonur_BA_1_contam_lc
I7412,Uzbekistan_Dzharkutan_BA_3
I7414,Uzbekistan_SappaliTepe_BA
I7416,Uzbekistan_SappaliTepe_BA
I7419,Uzbekistan_SappaliTepe_BA
I7420,Uzbekistan_SappaliTepe_BA
I7421,Uzbekistan_SappaliTepe_BA
I7492,Uzbekistan_SappaliTepe_BA
I7493,Uzbekistan_SappaliTepe_BA_o
I7494,Uzbekistan_SappaliTepe_BA2
I7495,Uzbekistan_SappaliTepe_BA2
I7542,Uzbekistan_SappaliTepe_BA
I3023,Wales_N
I4158,Uzbekistan_Bustan_BA_o_contam_lc
I6695,Czech_CordedWare
I6696,Czech_CordedWare
I6713,Russia_Afanasievo
I6715,Russia_Afanasievo
I6716,Russia_MLBA_Krasnoyarsk
I6717,Russia_MLBA_Krasnoyarsk_o
I7040,Hungary_EBA_Protonagyrev
I7042,Hungary_MN
I7044,Hungary_EBA_BellBeaker
I7045,Hungary_EBA_BellBeaker
I7195,Czech_EBA
I7196,Czech_EBA
I7197,Czech_MN
I7198,Czech_EBA
I7199,Czech_EBA
I7200,Czech_EBA
I7201,Czech_EBA
I7202,Czech_EBA
I7203,Czech_EBA
I7205,Czech_BellBeaker
I7211,Czech_BellBeaker
I7213,Czech_BellBeaker
I7249,Czech_BellBeaker
I7251,Czech_BellBeaker
I7250,Czech_BellBeaker
I7269,Czech_BellBeaker
I7272,Czech_Eneolithic
I7270,Czech_BellBeaker
I7275,Czech_BellBeaker
I7276,Czech_BellBeaker
I7279,Czech_CordedWare
I7280,Czech_CordedWare
I7281,Czech_BellBeaker
I7286,Czech_BellBeaker
I7287,Czech_BellBeaker
I7288,Czech_BellBeaker
I7290,Czech_BellBeaker
I7554,Scotland_N
I7568,England_MBA
I7569,England_C_EBA
I7570,England_C_EBA
I7571,England_MBA
I7572,England_MBA
I7573,England_C_EBA
I7574,England_MBA
I7575,England_LBA
I7576,England_LBA
I7577,England_MBA
I7578,England_LBA
I7626,England_MBA
I7627,England_MBA
I7628,England_LBA
I7630,England_C_EBA
I7635,England_C_EBA
I7638,England_C_EBA
I7639,England_C_EBA
I7640,England_MBA
I1783,Turkmenistan_Gonur_BA_1_o1
I0719.SG,USA_AK_PaleoAleut.SG
MA826.RISE00.SG,Estonia_CordedWare.SG_o1
MA968.MA976.SG,Estonia_CordedWare.SG
CabecoArruda117B.SG,Portugal_C.SG
CabecoArruda122A.SG,Portugal_C.SG
CovaMoura364.SG,Portugal_LN_C.SG
CovaMoura9B.SG,Portugal_LN_C.SG
DolmenAnsiao96B.SG,Portugal_LN_C.SG
LugarCanto41.SG,Portugal_MN.SG
LugarCanto42.SG,Portugal_MN.SG
LugarCanto44.SG,Portugal_MN.SG
LugarCanto45.SG,Portugal_MN.SG
MonteCanelas337A.SG,Portugal_LN_C_o.SG
MonteGato104.SG,Portugal_MBA.SG
TV32032extra.SG,Portugal_MBA.SG
TV3831.SG,Portugal_MBA.SG
ValeOuro10207.SG,Portugal_MBA.SG
Sanganji_131421-3_A1.SG,Japan_Jomon.SG_lc
Sanganji_131421-3_A2.SG,Japan_Jomon.SG
Sanganji_131464_B.SG,Japan_Jomon.SG
RISE507.508.merge.SG,Russia_Afanasievo.SG
Bon001.SG,Turkey_Boncuklu_N.SG
Bon002.SG,Turkey_Boncuklu_N.SG
Bon004.SG,Turkey_Boncuklu_N.SG
Bon005.SG,Turkey_Boncuklu_N.SG
Tep001.SG,Turkey_TepecikCiftlik_N_o.SG
Tep002.SG,Turkey_TepecikCiftlik_N.SG
Tep003.SG,Turkey_TepecikCiftlik_N.SG
Tep004.SG,Turkey_TepecikCiftlik_N.SG
Tep006.SG,Turkey_TepecikCiftlik_N_father.or.son.Tep004.SG
A_Dinka-4.DG,Dinka.DG
A_Dai-5.DG,Dai.DG
A_Mandenka-4.DG,Mandenka.DG
Ancestor.REF,Ancestor.REF
Href.REF,Href.REF
Chimp.REF,Chimp.REF
Gorilla.REF,Gorilla.REF
S_Jordanian-2.DG,Jordanian.DG
S_Yakut-1.DG,Yakut.DG
S_Altaian-1.DG,Altaian.DG
S_Luo-2.DG,Luo.DG
S_Spanish-1.DG,Spanish.DG
S_Jordanian-3.DG,Jordanian.DG
S_Punjabi-2.DG,Punjabi.DG
S_Naxi-2.DG,Naxi.DG
S_Mbuti-3.DG,Mbuti.DG
S_Adygei-1.DG,Adygei.DG
S_Bougainville-2.DG,Bougainville.DG
S_Irula-2.DG,Irula.DG
S_French-1.DG,French.DG
S_Piapoco-1.DG,Piapoco.DG
S_Bergamo-1.DG,Italian_North.DG
S_Biaka-2.DG,Biaka.DG
S_Mandenka-1.DG,Mandenka.DG
S_Kalash-1.DG,Kalash.DG
S_Burusho-1.DG,Burusho.DG
S_BedouinB-1.DG,BedouinB.DG
S_Ju_hoan_North-2.DG,Ju_hoan_North.DG
S_Papuan-1.DG,Papuan.DG
S_Surui-2.DG,Surui.DG
S_Yoruba-2.DG,Yoruba.DG
S_Iraqi_Jew-2.DG,Jew_Iraqi.DG
S_Polish-1.DG,Polish.DG
S_Kalash-2.DG,Kalash.DG
S_Mandenka-2.DG,Mandenka.DG
S_Daur-2.DG,Daur.DG
S_Hazara-1.DG,Hazara.DG
S_BedouinB-2.DG,BedouinB.DG
S_Burusho-2.DG,Burusho.DG
S_BantuHerero-2.DG,BantuHerero.DG
S_Mongola-2.DG,Mongola.DG
S_Oroqen-2.DG,Oroqen.DG
S_Papuan-5.DG,Papuan.DG
S_Itelman-1.DG,Itelmen.DG
S_Tlingit-2.DG,Aleut_o.DG
S_Yakut-2.DG,Yakut.DG
S_Eskimo_Chaplin-1.DG,Eskimo_Chaplin.DG
S_Druze-1.DG,Druze.DG
S_Papuan-13.DG,Papuan.DG
S_Kusunda-2.DG,Kusunda.DG
S_Burmese-2.DG,Burmese.DG
S_Relli-1.DG,Relli_1.DG
S_Kapu-1.DG,Kapu.DG
S_Tuscan-1.DG,Tuscan_1.DG
S_Sindhi-2.DG,Sindhi_Pakistan.DG
S_Russian-2.DG,Russian.DG
S_Oroqen-1.DG,Oroqen.DG
S_Mongola-1.DG,Mongola.DG
S_Hazara-2.DG,Hazara.DG
S_Quechua-1.DG,Quechua_oEuropean.DG
S_Dusun-2.DG,Dusun.DG
S_Hungarian-1.DG,Hungarian.DG
S_Tajik-2.DG,Tajik.DG
S_Abkhasian-1.DG,Russia_Abkhasian.DG
S_Iranian-1.DG,Iranian.DG
S_Yadava-2.DG,Yadava.DG
S_Ami-1.DG,Ami.DG
S_Cambodian-2.DG,Cambodian.DG
S_Korean-1.DG,Korean.DG
S_Dai-2.DG,Dai.DG
S_Uygur-2.DG,Uyghur.DG
S_Eskimo_Sireniki-1.DG,Eskimo_Sireniki.DG
S_Even-3.DG,Even.DG
S_Icelandic-2.DG,Icelandic.DG
S_Thai-2.DG,Thai.DG
S_Papuan-10.DG,Papuan.DG
S_Esan-1.DG,Esan.DG
S_Brahmin-1.DG,Brahmin.DG
S_Quechua-3.DG,Quechua.DG
S_Madiga-1.DG,Madiga.DG
S_Igorot-2.DG,Igorot.DG
S_Uygur-1.DG,Uyghur.DG
S_Punjabi-4.DG,Punjabi_o.DG
S_Finnish-3.DG,Finnish.DG
B_Australian-3.DG,Australian.DG
B_Mixe-1.DG,Mixe.DG
B_Sardinian-3.DG,Sardinian.DG
B_Yoruba-3.DG,Yoruba.DG
B_Karitiana-3.DG,Karitiana.DG
B_Australian-4.DG,Australian.DG
B_Mandenka-3.DG,Mandenka.DG
B_Mbuti-4.DG,Mbuti.DG
B_Papuan-15.DG,Papuan.DG
B_Ju_hoan_North-4.DG,Ju_hoan_North.DG
S_Ju_hoan_North-1.DG,Ju_hoan_North.DG
S_Ami-2.DG,Ami.DG
S_Mansi-2.DG,Mansi.DG
S_Papuan-12.DG,Papuan.DG
S_She-1.DG,She.DG
S_Eskimo_Naukan-2.DG,Eskimo_Naukan.DG
S_BantuTswana-1.DG,BantuTswana.DG
S_Even-1.DG,Even_o.DG
S_Iraqi_Jew-1.DG,Jew_Iraqi.DG
S_Czech-2.DG,Czech.DG
B_Crete-1.DG,Cretan.DG
S_Bengali-1.DG,Bengali.DG
S_Lezgin-2.DG,Lezgin.DG
S_Greek-1.DG,Greek_1.DG
S_Yi-1.DG,Yi.DG
S_Armenian-1.DG,Armenian.DG
S_Estonian-2.DG,Estonian.DG
S_Pima-2.DG,Pima.DG
S_Tujia-2.DG,Tujia.DG
B_Dai-4.DG,Dai.DG
S_Atayal-1.DG,Atayal.DG
S_Luhya-2.DG,Luhya.DG
S_English-1.DG,English.DG
S_Tubalar-2.DG,Tubalar.DG
B_Crete-2.DG,Cretan.DG
S_Irula-1.DG,Irula.DG
S_Yadava-1.DG,Yadava.DG
S_Igorot-1.DG,Igorot.DG
S_Tajik-1.DG,Tajik.DG
S_Finnish-1.DG,Finnish.DG
S_Kinh-1.DG,Kinh.DG
S_Tujia-1.DG,Tujia.DG
S_Thai-1.DG,Thai.DG
S_Aleut-2.DG,Aleut.DG
S_Eskimo_Sireniki-2.DG,Eskimo_Sireniki.DG
S_Brahui-2.DG,Brahui.DG
S_Tu-1.DG,Tu.DG
S_Pathan-1.DG,Pathan.DG
S_Papuan-2.DG,Papuan.DG
S_Sardinian-1.DG,Sardinian.DG
S_Papuan-9.DG,Papuan.DG
S_Russian-1.DG,Russian.DG
S_Sindhi-1.DG,Sindhi_Pakistan.DG
S_Tuscan-2.DG,Tuscan_1.DG
S_Dai-3.DG,Dai.DG
S_Han-1.DG,Han.DG
S_Japanese-2.DG,Japanese.DG
S_Makrani-2.DG,Makrani.DG
S_Balochi-1.DG,Balochi.DG
S_Basque-2.DG,Basque.DG
S_Brahui-1.DG,Brahui.DG
S_Miao-2.DG,Miao.DG
S_Orcadian-2.DG,Orcadian.DG
S_Kinh-2.DG,Kinh.DG
S_Finnish-2.DG,Finnish.DG
S_Relli-2.DG,Relli_2.DG
B_Han-3.DG,Han.DG
B_French-3.DG,French.DG
S_Armenian-2.DG,Armenian.DG
S_Mala-3.DG,Mala.DG
S_Dusun-1.DG,Dusun.DG
S_Mansi-1.DG,Mansi.DG
S_Masai-1.DG,Masai.DG
S_Papuan-7.DG,Papuan.DG
S_She-2.DG,She.DG
S_BantuTswana-2.DG,BantuTswana.DG
S_Eskimo_Naukan-1.DG,Eskimo_Naukan.DG
S_Yemenite_Jew-1.DG,Jew_Yemenite.DG
S_Hawaiian-1.DG,Hawaiian.DG
S_Luo-1.DG,Luo.DG
S_Turkish-2.DG,Turkish.DG
S_Turkish-1.DG,Turkish.DG
S_Punjabi-3.DG,Punjabi.DG
S_Esan-2.DG,Esan.DG
S_Spanish-2.DG,Spanish.DG
S_Iranian-2.DG,Iranian.DG
S_Papuan-8.DG,Papuan.DG
S_Aleut-1.DG,Aleut.DG
S_BantuKenya-1.DG,BantuKenya.DG
S_Zapotec-2.DG,Mexico_Zapotec.DG
S_Greek-2.DG,Greek_2.DG
S_Khomani_San-1.DG,Khomani_San.DG
S_North_Ossetian-1.DG,Russia_NorthOssetian.DG
S_Mixe-2.DG,Mixe.DG
S_Jordanian-1.DG,Jordanian.DG
S_Yemenite_Jew-2.DG,Jew_Yemenite.DG
S_Orcadian-1.DG,Orcadian.DG
S_Miao-1.DG,Miao.DG
S_Mixtec-2.DG,Mixtec_2.DG
S_Basque-1.DG,Basque.DG
S_Balochi-2.DG,Balochi.DG
S_Makrani-1.DG,Makrani.DG
S_Japanese-1.DG,Japanese.DG
S_Han-2.DG,Han.DG
S_Punjabi-1.DG,Punjabi.DG
S_Palestinian-1.DG,Palestinian.DG
S_Maori-1.DG,Maori.DG
S_Norwegian-1.DG,Norwegian.DG
S_Ulchi-2.DG,Ulchi.DG
S_Mende-1.DG,Mende.DG
S_Gambian-1.DG,Gambian.DG
S_Saharawi-1.DG,Saharawi.DG
S_Kyrgyz-2.DG,Kyrgyz_Kyrgyzstan.DG
S_Georgian-2.DG,Georgian.DG
S_Surui-1.DG,Surui.DG
S_Papuan-3.DG,Papuan.DG
S_Ju_hoan_North-3.DG,Ju_hoan_North.DG
S_Tu-2.DG,Tu.DG
S_Sardinian-2.DG,Sardinian.DG
S_Pathan-2.DG,Pathan.DG
S_Zapotec-1.DG,Mexico_Zapotec.DG
S_Chechen-1.DG,Chechen.DG
S_Abkhasian-2.DG,Russia_Abkhasian.DG
S_Xibo-1.DG,Xibo.DG
S_Somali-1.DG,Somali.DG
S_Icelandic-1.DG,Icelandic.DG
S_Gambian-2.DG,Gambian.DG
S_Mende-2.DG,Mende.DG
S_Ulchi-1.DG,Ulchi.DG
S_Saami-1.DG,Saami.DG
S_Madiga-2.DG,Madiga.DG
S_Tubalar-1.DG,Tubalar.DG
S_English-2.DG,English.DG
S_Luhya-1.DG,Luhya.DG
S_Saami-2.DG,Saami.DG
S_Dai-1.DG,Dai.DG
S_Samaritan-1.DG,Samaritan.DG
S_Palestinian-2.DG,Palestinian.DG
S_Mozabite-1.DG,Mozabite.DG
S_Mayan-1.DG,Mayan.DG
S_Karitiana-1.DG,Karitiana.DG
S_Hezhen-1.DG,Hezhen.DG
S_Druze-2.DG,Druze.DG
S_Cambodian-1.DG,Cambodian.DG
S_Biaka-1.DG,Biaka.DG
S_Hungarian-2.DG,Hungarian.DG
S_Kapu-2.DG,Kapu.DG
S_Bulgarian-1.DG,Bulgarian.DG
S_Burmese-1.DG,Burmese.DG
S_Tlingit-1.DG,Aleut_o1.DG
S_BantuHerero-1.DG,BantuHerero.DG
S_Lahu-2.DG,China_Lahu.DG
S_Pima-1.DG,Pima.DG
S_Mixe-3.DG,Mixe.DG
S_North_Ossetian-2.DG,Russia_NorthOssetian.DG
S_BantuKenya-2.DG,BantuKenya.DG
S_Bougainville-1.DG,Bougainville.DG
S_Adygei-2.DG,Adygei.DG
S_Bergamo-2.DG,Bergamo.DG
S_Lahu-1.DG,China_Lahu.DG
S_Piapoco-2.DG,Piapoco.DG
S_French-2.DG,French.DG
S_Mbuti-2.DG,Mbuti.DG
S_Naxi-3.DG,Naxi.DG
S_Quechua-2.DG,Quechua.DG
S_Mozabite-2.DG,Mozabite.DG
S_Palestinian-3.DG,Palestinian.DG
S_Bulgarian-2.DG,Bulgarian.DG
S_Yoruba-1.DG,Yoruba.DG
S_Georgian-1.DG,Georgian.DG
S_Khonda_Dora-1.DG,Khonda_Dora.DG
S_Mala-2.DG,Mala.DG
S_Hezhen-2.DG,Hezhen.DG
S_Karitiana-2.DG,Karitiana.DG
S_Mayan-2.DG,Mayan.DG
S_Naxi-1.DG,Naxi.DG
S_Papuan-14.DG,Papuan.DG
S_Papuan-4.DG,Papuan.DG
S_Masai-2.DG,Masai.DG
S_Papuan-6.DG,Papuan.DG
S_Chukchi-1.DG,Chukchi.DG
S_Khomani_San-2.DG,Khomani_San.DG
S_Japanese-3.DG,Japanese.DG
S_Mbuti-1.DG,Mbuti.DG
S_Papuan-11.DG,Papuan.DG
S_Mixtec-1.DG,Mixtec_1.DG
S_Brahmin-2.DG,Brahmin.DG
S_Xibo-2.DG,Xibo.DG
S_Even-2.DG,Even.DG
S_Saharawi-2.DG,Saharawi.DG
S_Kyrgyz-1.DG,Kyrgyz_Kyrgyzstan.DG
S_Albanian-1.DG,Albanian.DG
S_Korean-2.DG,Korean.DG
Altai_snpAD.DG,Altai_Neanderthal.DG
Denisova_snpAD.DG,Denisova.DG
Loschbour_snpAD.DG,Luxembourg_Loschbour.DG
UstIshim_snpAD.DG,Russia_Ust_Ishim.DG
Vindija_snpAD.DG,Vindija_Neanderthal.DG
Altai_published.DG,Altai_Neanderthal_published.DG
Denisova_published.DG,Denisova_published.DG
Loschbour_published.DG,Luxembourg_Loschbour_published.DG
Stuttgart_published.DG,Germany_EN_LBK_Stuttgart_published.DG
Ust_Ishim_published.DG,Russia_Ust_Ishim_HG_published.DG
S_Bengali-2.DG,Bengali.DG
S_Estonian-1.DG,Estonian.DG
S_Yi-2.DG,Yi.DG
S_Lezgin-1.DG,Lezgin.DG
S_Kusunda-1.DG,Kusunda.DG
Avar.SG,Avar.SG
BI16.SG,Karitiana.SG
Bur1.SG,Buryat.SG
Bur2.SG,Buryat.SG
HGDP00877.SG,Mayan.SG
HUI03.SG,Huichol.SG
Kor1.SG,Koryak.SG
Kor2.SG,Koryak.SG
Manny.SG,Indian.SG
Mari.SG,Mari.SG
TA6.SG,Aymara.SG
Tadjik.SG,Tajik.SG
Tsimshian.SG,Tsimshian.SG
Y2040.SG,Yukpa.SG
XVII-B-939.SG,Canada_6500BP.SG
Chinchorroi15.SG,Chile_Chinchorro_LA.SG_lc
Enoque65.SG,Brazil_Enoque_HG.SG
Yaghan890.SG,Argentina_BeagleChannel_Yamana_100BP.SG
Yaghan894.SG,Argentina_BeagleChannel_Yamana_100BP.SG
Yaghan895.SG,Argentina_BeagleChannel_Yamana_100BP.SG
AM71.SG,Chile_StraitOfMagellan_Kaweskar_100BP.SG
BC23.SG,Mexico_Pericues.SG_lc
BC25.SG,Mexico_Pericues.SG
BC27.SG,Mexico_Pericues.SG_lc
BC28.SG,Mexico_Pericues.SG_lc
BC29.SG,Mexico_Pericues.SG
BC30.SG,Mexico_Pericues.SG
F9.SG,Mexico_PreColumbian.SG_lc
MA572.SG,Argentina_NorthTierradelFiego_Selknam_100BP_lc.SG
MA575.SG,Argentina_NorthTierradelFiego_Selknam_100BP_lc.SG
MA577.SG,Argentina_NorthTierradelFiego_Selknam_100BP.SG
MOM6.SG,Mexico_PreColumbian_CH_MOM6.SG_lc
AM66.SG,Chile_StraitOfMagellan_Kaweskar_100BP.SG
AM72.SG,Chile_StraitOfMagellan_Kaweskar_100BP_lc.SG
AM73.SG,Chile_StraitOfMagellan_Kaweskar_100BP.SG
AM74.SG,Chile_StraitOfMagellan_Kaweskar_100BP.SG
MARC1492.SG,Canada_700BP.SG
I0589.SG,Tanzania_Zanzibar_1300BP.SG
I1048.SG,Tanzania_Pemba_1400BP_lc.SG
I2966.SG,Malawi_LSA_Hora_8500BP.SG
I2967.SG,Malawi_LSA_Hora_8500BP.SG
Bar31.SG,Turkey_N.SG
Bar8.SG,Turkey_N.SG
Klei10.SG,Greece_LN_2.SG
Pal7.SG,Greece_LN_2.SG
Rev5.SG,Greece_N.SG
M240.SG,Nepal_Mebrak_2125BP_o.SG
M344.SG,Nepal_Mebrak_2125BP.SG
S40.SG,Nepal_Samdzong_1500BP.SG
C1.SG,Nepal_Chokhopani_2700BP.SG
M63.SG,Nepal_Mebrak_2125BP.SG
S10.SG,Nepal_Samdzong_1500BP.SG
S35.SG,Nepal_Samdzong_1500BP.SG
S41.SG,Nepal_Samdzong_1500BP.SG
AH1.SG,Iran_TepeAbdulHosein_N.SG
AH2.SG,Iran_TepeAbdulHosein_N.SG
AH4.SG,Iran_TepeAbdulHosein_N.SG
F38.SG,Iran_Hasanlu_IA.SG
WC1.SG,Iran_Wezmeh_N.SG
BerryAuBac_published,France_BerryAuBac_published
GoyetQ116-1_published,Belgium_UP_GoyetQ116_1_published_all
Paglicci108_published_d,Italy_South_HG_Paglicci108_published_lc
GoyetQ53-1_published_d,Belgium_UP_GoyetQ53_1_published_lc
GoyetQ56-16_published_d,Belgium_UP_GoyetQ56_16_published_lc
Paglicci133_published,Italy_South_HG_Paglicci133_published
Rigney1_published_d,France_Rigney1_published
Burkhardtshohle_published_d,Germany_Burkhardtshohle_published
Rochedane_published,France_Rochedane_published
Iboussieres39_published_d,France_Iboussieres39_published_lc
I0156.SG,England_IA_ERoman.SG
I0157.SG,England_EarlyMedieval_Saxon.SG
I0159.SG,England_EarlyMedieval_Saxon.SG
I0160.SG,England_IA.SG
I0161.SG,England_EarlyMedieval_Saxon.SG
I0769.SG,England_EarlyMedieval_Saxon.SG
I0773.SG,England_EarlyMedieval_Saxon.SG
I0774.SG,England_EarlyMedieval_Saxon.SG
I0777.SG,England_EarlyMedieval_Saxon.SG
I0789.SG,England_IA.SG
I1368_all,Vanuatu_2900BP_all
I1369_all,Vanuatu_2900BP_all
I1370_all,Vanuatu_2900BP_all
I1661,Iran_C_SehGabi
I2634,Scotland_N
I2636,Scotland_N
Falkenstein,Germany_Falkenstein
GoyetQ-2,Belgium_UP_Magdalenian
Iboussieres25-1,France_Iboussieres25_1
Iboussieres31-2,France_Iboussieres31_2
Rochedane,France_Rochedane
BerryAuBac,France_BerryAuBac
I0070,Greece_Minoan_Lassithi
I0071,Greece_Minoan_Lassithi
I0073,Greece_Minoan_Lassithi
I0074,Greece_Minoan_Lassithi
I9010,Greece_BA_Mycenaean
I9005,Greece_Minoan_Lassithi
I9006,Greece_BA_Mycenaean
I9033,Greece_BA_Mycenaean_Pylos
I9041,Greece_BA_Mycenaean
I9123,Greece_Crete_Armenoi
I9127,Greece_Minoan_Odigitria
I9128,Greece_Minoan_Odigitria
I9129,Greece_Minoan_Odigitria
I9130,Greece_Minoan_Odigitria
I9131,Greece_Minoan_Odigitria
ANI152,Bulgaria_Varna_C
ANI153,Bulgaria_Varna_C_o2
ANI160,Bulgaria_Varna_C
ANI163,Bulgaria_Varna_C_contam
Bul10,Bulgaria_EBA_Ezero
Bul4,Bulgaria_EBA_Yamnaya_o
Bul6,Bulgaria_BeliBreyag_EBA
Bul8,Bulgaria_BeliBreyag_EBA
Sk10,Tonga_2700BP
ANI159-ANI181,Bulgaria_Varna_C
I0001,Luxembourg_Loschbour
I2189,Israel_MLBA_o_brother.I2200
I2190,Israel_MLBA
I2195,Israel_MLBA
I2198,Israel_MLBA
I2199,Spain_EN
I2200,Israel_MLBA_o
I2201,Israel_IA_o
I2298_published,Tanzania_Pemba_600BP_published
I2405_published,Poland_Globular_Amphora_published
I2416,England_BellBeaker_highEEF
I2418,England_BellBeaker
I2421,England_C_EBA
I2427,Bulgaria_C
I2431,Bulgaria_C
I2433,Poland_Globular_Amphora
I2434,Poland_Globular_Amphora
I2435_published,Poland_Globular_Amphora_brother.I2407_son.I2433_son.I2440_published
I2440,Poland_Globular_Amphora
I2441,Poland_Globular_Amphora
I2457,England_C_EBA
I2459,England_BellBeaker_lowEEF
I2460,England_C_EBA
I2463,England_C_EBA
I2467,Spain_C
I2472,Spain_MBA
I2478,Italy_North_BellBeaker_3
I0234,Russia_Srubnaya
I0126,Russia_MBA_Poltavka
I0440,Russia_MBA_Poltavka
I0432,Russia_MBA_Poltavka_o
I0442,Russia_MBA_Poltavka_contam
I0418,Russia_Potapovka
I0434,Russia_Khvalynsk_Eneolithic
I0433,Russia_Khvalynsk_Eneolithic
I0122,Russia_Khvalynsk_Eneolithic
I0124,Russia_HG_Samara
I0233,Russia_Srubnaya_Scythian_Sarmatian_possible
I0370,Russia_Samara_EBA_Yamnaya
I0441,Russia_Samara_EBA_Yamnaya
I0444,Russia_Samara_EBA_Yamnaya
I0439,Russia_Samara_EBA_Yamnaya
I0357,Russia_Samara_EBA_Yamnaya
I0429,Russia_Samara_EBA_Yamnaya
I0438,Russia_Samara_EBA_Yamnaya
I1048_published,Tanzania_Pemba_1400BP_published
I0576,Russia_Tuva_IA_AldyBel
I0574,Russia_IA_EarlySarmatian
I0575,Russia_IA_EarlySarmatian
I0563,Kazakhstan_IA_Berel_Pazyryk
I0562,Kazakhstan_IA_Berel_Pazyryk
I0840,Portugal_C
I1310,Spain_EBA
I1282,Spain_C
I1302,Spain_C_father.or.son.I1314
I1276,Spain_C
I1284,Spain_C
I1274,Spain_C_brother.I1277
I1280,Spain_C
I1314,Spain_C
I1277,Spain_C
I1272,Spain_C
I1281,Spain_C
I1300,Spain_C
I0843,Spain_HG_brother.I0585
I0585,Spain_HG
I0507,Kazakhstan_MLBA_Dali
Oase1_d,Romania_Oase
I0807,Germany_MN_Baalberge
I0559,Germany_MN_Baalberge
I0560,Germany_MN_Baalberge
I0785,Bulgaria_C
I0781,Bulgaria_C
I1546,Germany_BellBeaker
I0806,Germany_BellBeaker
I0805,Germany_BellBeaker_contam
I0113,Germany_BellBeaker
I0112,Germany_BellBeaker
I1530,Germany_BellBeaker_1d.rel.I0111
I0111,Germany_BellBeaker
I0108,Germany_BellBeaker
I0462,Spain_C_oSteppe
I0460,Spain_C
I0459,Spain_C
I0457,Spain_C
I0456,Spain_C
I0453,Spain_C
I0455,Spain_C
I0263,Spain_C
I1553,Spain_C
I0825,Spain_C
I0260,Spain_C
I0261,Spain_C
I0823,Spain_C
I0258,Spain_C
I0262,Spain_C
I0257,Spain_C
I0826,Spain_C
I0458,Spain_C_father.or.son.I0460
I0171,Germany_BenzigerodeHeimburg_LN
I0059,Germany_BenzigerodeHeimburg_LN
I1542,Germany_CordedWare
I1536,Germany_CordedWare
I1544,Germany_CordedWare
I1538,Germany_CordedWare
I1539,Germany_CordedWare
I1534,Germany_CordedWare
I0106,Germany_CordedWare
I1540,Germany_CordedWare_o
I1541,Germany_CordedWare_father.or.son.I1538_father.or.son.I1540
I1532,Germany_CordedWare
I0049,Germany_CordedWare
I0974,Peru_Lima_EIP_1450BP
I0975,Peru_Lima_EIP_1450BP
I0211,Russia_HG_Karelia
I0061,Russia_HG_Karelia
I0550,Germany_LN_Karsdorf
I0041,Peru_Lauricocha_8600BP
I0039,Peru_Lauricocha_3500BP
I0040,Peru_Lauricocha_5800BP
I0797,Germany_EN_LBK
I0795,Germany_EN_LBK
I0176,Hungary_MN_LBK
I0045,Peru_Lima_EIP_1450BP
I0963,Russia_HG_contam
I0802,Germany_MN_Salzmuende
I0800,Germany_MN_Salzmuende
I0551,Germany_MN_Salzmuende
I0409,Spain_EN
I0411,Spain_EN_father.or.son.I0410
I0405,Spain_MLN
I0174,Hungary_EN_Starcevo_1
I0979,Bolivia_MH_Tiwanaku
I0977,Bolivia_MH_Tiwanaku
I0976,Bolivia_MH_Tiwanaku
I0978,Bolivia_MH_Tiwanaku
I0115,Germany_EBA_Unetice
I0117,Germany_EBA_Unetice
I0804,Germany_EBA_Unetice
I0803,Germany_EBA_Unetice
I0164,Germany_EBA_Unetice
I0114,Germany_EBA_Unetice_brother.I0117
I0971,Peru_LimaCoast_MH_1000BP
I0969,Peru_Lima_LIP_650BP
I0968,Peru_LimaCoast_MH_1000BP
I0972,Peru_LIP_Ychsma
I0964,Peru_Lima_LIP_650BP
I0965,Peru_Lima_LIP_650BP
I0967,Peru_LIP_Ychsma
I0966,Peru_LIP_Ychsma
I1060,Russia_MLBA_Sintashta
I1062,Russia_MLBA_Sintashta
I1065,Russia_MLBA_Sintashta
I1022,Russia_MLBA_Sintashta
I1088,Russia_MLBA_Sintashta
I1084,Russia_MLBA_Sintashta
I1082,Russia_MLBA_Sintashta
I1055,Russia_MLBA_Sintashta
I1018,Russia_MLBA_Sintashta
I1017,Russia_MLBA_Sintashta_o1
I1019,Russia_MLBA_Sintashta
I1086,Russia_MLBA_Sintashta
I1090,Russia_MLBA_Sintashta
I1024,Russia_MLBA_Sintashta
I1063,Russia_MLBA_Sintashta
I1058,Russia_MLBA_Sintashta_o2_brother.I1057_brother.I1056
I1029,Russia_MLBA_Sintashta
I1020,Russia_MLBA_Sintashta_o2
I1028,Russia_MLBA_Sintashta_o3
I1064,Russia_MLBA_Sintashta
I1089,Russia_MLBA_Sintashta
I1054,Russia_MLBA_Sintashta_brother.I1053
I1053,Russia_MLBA_Sintashta
I1027,Russia_MLBA_Sintashta
I1056,Russia_MLBA_Sintashta_o2_brother.I1057_brother.I1058
I1057,Russia_MLBA_Sintashta_o2
I0022,Germany_EN_LBK
I0026,Germany_EN_LBK
I0013,Sweden_Motala_HG
